Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:59:32,1,1550,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,1,1852,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,2,2155,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,2,2457,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,2,2759,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,3,3062,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,3,3364,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,3,3667,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,3,3971,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,4,4274,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,4,4577,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,4,4880,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,5,5182,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,5,5490,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,5,5939,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,6,6242,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,6,6546,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,6,6848,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,7,7150,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:32,7,7452,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,7,7856,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,8,8158,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,8,8461,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,8,8763,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,9,9067,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,9,9369,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,9,9672,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,9,9974,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,10,10277,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,10,10580,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,10,10882,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,11,11185,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,11,11487,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,11,11789,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,12,12091,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,12,12394,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,12,12696,0,1,1,0.16,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:59:38,12,12998,0,1,1,0.16,LED OFF,0,Cuvette Dark
Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:59:52,1,1265,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,1,1567,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,1,1869,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,2,2172,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,2,2474,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,2,2777,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,3,3081,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,3,3383,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,3,3686,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,3,3988,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,4,4290,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,4,4592,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,4,4894,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,5,5197,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,5,5500,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,5,5802,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,6,6104,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,6,6406,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,6,6708,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:52,7,7011,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,7,7416,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,7,7718,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,8,8021,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,8,8323,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,8,8625,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,8,8927,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,9,9229,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,9,9533,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,9,9835,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,10,10138,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,10,10440,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,10,10742,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,11,11044,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,11,11349,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,11,11651,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,11,11953,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,12,12255,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,12,12557,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,12,12859,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:59:58,13,13161,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,13,13566,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,13,13868,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,14,14170,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,14,14473,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,14,14775,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,15,15077,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,15,15379,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,15,15682,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,15,15984,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,16,16287,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,16,16589,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,16,16891,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,17,17193,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,17,17496,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,17,17799,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,18,18101,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,18,18404,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,18,18706,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,19,19008,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:5,19,19311,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,19,19714,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,20,20018,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,20,20320,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,20,20623,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,20,20926,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,21,21228,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,21,21530,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,21,21832,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,22,22136,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,22,22438,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,22,22740,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,23,23042,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,23,23344,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,23,23647,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,23,23949,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,24,24253,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,24,24555,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,24,24857,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,25,25159,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:11,25,25462,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,25,25865,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,26,26169,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,26,26471,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,26,26774,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,27,27076,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,27,27378,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,27,27680,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,27,27983,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,28,28286,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,28,28589,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,28,28891,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,29,29193,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,29,29496,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,29,29798,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,30,30100,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,30,30403,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,30,30705,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,31,31007,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,31,31310,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:17,31,31612,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,32,32016,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,32,32318,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,32,32621,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,32,32923,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,33,33225,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,33,33527,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,33,33829,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,34,34132,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,34,34434,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,34,34738,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,35,35040,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,35,35342,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,35,35644,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,35,35946,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,36,36249,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,36,36551,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,36,36854,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,37,37156,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,37,37458,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:23,37,37761,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,38,38165,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,38,38468,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,38,38771,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,39,39073,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,39,39376,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,39,39678,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,39,39980,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,40,40282,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,40,40584,2,26,24,3.62,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,40,40888,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,41,41190,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,41,41492,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,41,41794,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,42,42097,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,42,42399,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,42,42701,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,43,43005,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,43,43307,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,43,43609,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:29,43,43912,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,44,44316,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,44,44618,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,44,44920,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,45,45224,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,45,45526,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,45,45828,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,46,46130,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,46,46432,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,46,46735,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,47,47037,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,47,47341,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,47,47643,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,47,47945,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,48,48247,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,48,48549,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,48,48851,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,49,49154,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,49,49456,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,49,49758,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:35,50,50061,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,50,50464,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,50,50767,3,26,23,3.32,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,51,51069,2,27,25,3.78,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,51,51372,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,51,51674,3,27,24,3.48,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 13:0:41,51,51977,3,27,24,3.48,LED ON,255,Cuvette Light
